session_id,node_count,edge_count,graph_density,max_out_degree,longest_path,unique_event_types,external_edge_count,encoded_command_count,outbound_bytes,suspicious_process_count,suspicious_relationship_count,has_external_path,label
SESSION-00666,3,2,0.3333333333333333,2,1,2,0,0,31143,0,0,0,benign
SESSION-00667,3,2,0.3333333333333333,1,2,2,0,0,16662,0,0,0,attack
SESSION-00668,7,6,0.14285714285714285,2,4,3,1,2,830041,3,3,1,attack
SESSION-00669,7,6,0.14285714285714285,2,4,3,1,2,529863,3,3,1,attack
SESSION-00670,3,2,0.3333333333333333,2,1,2,0,0,11512,0,0,0,benign
SESSION-00671,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00672,3,2,0.3333333333333333,1,2,2,0,0,35176,0,0,0,benign
SESSION-00673,4,3,0.25,1,3,3,1,0,11027,0,0,0,benign
SESSION-00674,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00675,3,2,0.3333333333333333,1,2,2,1,0,35235,0,0,0,benign
SESSION-00676,4,3,0.25,1,3,3,0,0,22138,0,0,0,benign
SESSION-00677,3,2,0.3333333333333333,1,2,2,1,0,42555,0,0,0,benign
SESSION-00678,7,6,0.14285714285714285,2,4,3,1,2,893820,3,3,1,attack
SESSION-00679,6,5,0.16666666666666666,2,4,3,1,2,100532,3,3,1,benign
SESSION-00680,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00681,7,6,0.14285714285714285,2,4,3,1,2,503591,3,3,1,benign
SESSION-00682,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00683,3,2,0.3333333333333333,1,2,2,1,0,25319,0,0,0,benign
SESSION-00684,3,2,0.3333333333333333,2,1,2,0,0,60532,0,0,0,benign
SESSION-00685,7,6,0.14285714285714285,2,4,3,1,2,180277,3,3,1,attack
SESSION-00686,4,3,0.25,1,3,3,0,0,30051,0,0,0,attack
SESSION-00687,6,5,0.16666666666666666,2,4,3,1,2,151476,3,3,1,attack
SESSION-00688,4,3,0.25,2,2,2,0,0,56373,0,0,0,benign
SESSION-00689,3,2,0.3333333333333333,1,2,2,1,0,25324,0,0,0,benign
SESSION-00690,3,2,0.3333333333333333,2,1,2,0,0,54699,0,0,0,benign
SESSION-00691,7,6,0.14285714285714285,2,4,3,1,2,627265,3,3,1,benign
SESSION-00692,3,2,0.3333333333333333,1,2,2,0,0,43961,0,0,0,benign
SESSION-00693,3,2,0.3333333333333333,2,1,2,0,0,33048,0,0,0,benign
SESSION-00694,6,5,0.16666666666666666,2,4,3,1,2,325799,3,3,1,attack
SESSION-00695,3,2,0.3333333333333333,1,2,2,1,0,24113,0,0,0,benign
SESSION-00696,6,5,0.16666666666666666,2,4,3,1,2,799531,3,3,1,attack
SESSION-00697,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00698,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,attack
SESSION-00699,3,2,0.3333333333333333,1,2,2,0,0,34821,0,0,0,benign
SESSION-00700,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00701,3,2,0.3333333333333333,2,1,2,0,0,64493,0,0,0,benign
SESSION-00702,6,5,0.16666666666666666,2,4,3,1,2,551392,3,3,1,attack
SESSION-00703,3,2,0.3333333333333333,1,2,2,1,0,55319,0,0,0,benign
SESSION-00704,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00705,4,3,0.25,1,3,3,0,0,27774,0,0,0,benign
SESSION-00706,7,6,0.14285714285714285,2,4,3,1,2,543682,3,3,1,attack
SESSION-00707,3,2,0.3333333333333333,1,2,2,1,0,32971,0,0,0,benign
SESSION-00708,3,2,0.3333333333333333,1,2,2,0,0,38213,0,0,0,benign
SESSION-00709,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00710,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00711,3,2,0.3333333333333333,1,2,2,1,0,23506,0,0,0,benign
SESSION-00712,4,3,0.25,1,3,3,1,0,38708,0,0,0,benign
SESSION-00713,4,3,0.25,1,3,3,0,0,44298,0,0,0,benign
SESSION-00714,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00715,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00716,6,5,0.16666666666666666,2,4,3,1,2,853852,3,3,1,benign
SESSION-00717,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00718,3,2,0.3333333333333333,1,2,2,1,0,31509,0,0,0,benign
SESSION-00719,6,5,0.16666666666666666,2,4,3,1,2,537907,3,3,1,attack
SESSION-00720,7,6,0.14285714285714285,2,4,3,1,2,607099,3,3,1,attack
SESSION-00721,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00722,6,5,0.16666666666666666,2,4,3,1,2,492606,3,3,1,attack
SESSION-00723,4,3,0.25,1,3,3,0,0,27851,0,0,0,benign
SESSION-00724,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00725,7,6,0.14285714285714285,2,4,3,1,2,192063,3,3,1,benign
SESSION-00726,3,2,0.3333333333333333,2,1,2,0,0,19138,0,0,0,benign
SESSION-00727,6,5,0.16666666666666666,2,4,3,1,2,290653,3,3,1,attack
SESSION-00728,7,6,0.14285714285714285,2,4,3,1,2,659490,3,3,1,attack
SESSION-00729,4,3,0.25,2,2,2,0,0,51313,0,0,0,benign
SESSION-00730,7,6,0.14285714285714285,2,4,3,1,2,891827,3,3,1,attack
SESSION-00731,3,2,0.3333333333333333,1,2,2,1,0,8826,0,0,0,benign
SESSION-00732,3,2,0.3333333333333333,1,2,2,1,0,34046,0,0,0,benign
SESSION-00733,4,3,0.25,1,3,3,0,0,49319,0,0,0,benign
SESSION-00734,3,2,0.3333333333333333,2,1,2,0,0,39252,0,0,0,benign
SESSION-00735,4,3,0.25,2,2,2,0,0,53433,0,0,0,benign
SESSION-00736,3,2,0.3333333333333333,2,1,2,0,0,11713,0,0,0,benign
SESSION-00737,4,3,0.25,1,3,3,1,0,36947,0,0,0,benign
SESSION-00738,3,2,0.3333333333333333,2,1,2,0,0,51595,0,0,0,attack
SESSION-00739,3,2,0.3333333333333333,1,2,2,1,0,49992,0,0,0,benign
SESSION-00740,3,2,0.3333333333333333,1,2,2,0,0,30594,0,0,0,benign
SESSION-00741,6,5,0.16666666666666666,2,4,3,1,2,396039,3,3,1,attack
SESSION-00742,3,2,0.3333333333333333,2,1,2,0,0,41486,0,0,0,benign
SESSION-00743,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00744,7,6,0.14285714285714285,2,4,3,1,2,898547,3,3,1,attack
SESSION-00745,7,6,0.14285714285714285,2,4,3,1,2,548590,3,3,1,attack
SESSION-00746,3,2,0.3333333333333333,1,2,2,0,0,14665,0,0,0,attack
SESSION-00747,4,3,0.25,2,2,2,0,0,31998,0,0,0,attack
SESSION-00748,4,3,0.25,2,2,2,0,0,8835,0,0,0,benign
SESSION-00749,6,5,0.16666666666666666,2,4,3,1,2,837116,3,3,1,benign
SESSION-00750,4,3,0.25,1,3,3,1,0,31308,0,0,0,benign
SESSION-00751,3,2,0.3333333333333333,1,2,2,1,0,15983,0,0,0,benign
SESSION-00752,3,2,0.3333333333333333,1,2,2,0,0,45082,0,0,0,benign
SESSION-00753,4,3,0.25,2,2,2,0,0,25417,0,0,0,benign
SESSION-00754,4,3,0.25,2,2,2,0,0,29609,0,0,0,benign
SESSION-00755,7,6,0.14285714285714285,2,4,3,1,2,806502,3,3,1,attack
SESSION-00756,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00757,3,2,0.3333333333333333,2,1,2,0,0,22212,0,0,0,benign
SESSION-00758,3,2,0.3333333333333333,2,1,2,0,0,29195,0,0,0,benign
SESSION-00759,4,3,0.25,1,3,3,0,0,35092,0,0,0,benign
SESSION-00760,7,6,0.14285714285714285,2,4,3,1,2,764627,3,3,1,attack
SESSION-00761,3,2,0.3333333333333333,1,2,2,1,0,16141,0,0,0,benign
SESSION-00762,7,6,0.14285714285714285,2,4,3,1,2,109702,3,3,1,benign
SESSION-00763,7,6,0.14285714285714285,2,4,3,1,2,177909,3,3,1,attack
SESSION-00764,7,6,0.14285714285714285,2,4,3,1,2,305147,3,3,1,benign
SESSION-00765,6,5,0.16666666666666666,2,4,3,1,2,333291,3,3,1,attack
SESSION-00766,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,attack
SESSION-00767,3,2,0.3333333333333333,1,2,2,1,0,11232,0,0,0,attack
SESSION-00768,4,3,0.25,2,2,2,0,0,64161,0,0,0,benign
SESSION-00769,3,2,0.3333333333333333,2,1,2,0,0,41253,0,0,0,benign
SESSION-00770,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00771,4,3,0.25,1,3,3,1,0,20855,0,0,0,benign
SESSION-00772,4,3,0.25,2,2,2,0,0,40595,0,0,0,benign
SESSION-00773,4,3,0.25,1,3,3,0,0,9443,0,0,0,benign
SESSION-00774,7,6,0.14285714285714285,2,4,3,1,2,454122,3,3,1,attack
SESSION-00775,4,3,0.25,2,2,2,0,0,2471,0,0,0,benign
SESSION-00776,6,5,0.16666666666666666,2,4,3,1,2,218811,3,3,1,benign
SESSION-00777,3,2,0.3333333333333333,2,1,2,0,0,23571,0,0,0,benign
SESSION-00778,6,5,0.16666666666666666,2,4,3,1,2,651771,3,3,1,attack
SESSION-00779,4,3,0.25,1,3,3,0,0,22259,0,0,0,benign
SESSION-00780,4,3,0.25,1,3,3,1,0,64157,0,0,0,attack
SESSION-00781,3,2,0.3333333333333333,1,2,2,0,0,19866,0,0,0,benign
SESSION-00782,3,2,0.3333333333333333,1,2,2,1,0,62334,0,0,0,benign
SESSION-00783,6,5,0.16666666666666666,2,4,3,1,2,234064,3,3,1,attack
SESSION-00784,4,3,0.25,1,3,3,1,0,45375,0,0,0,benign
SESSION-00785,6,5,0.16666666666666666,2,4,3,1,2,208760,3,3,1,attack
SESSION-00786,4,3,0.25,1,3,3,0,0,39307,0,0,0,benign
SESSION-00787,3,2,0.3333333333333333,2,1,2,0,0,19858,0,0,0,benign
SESSION-00788,7,6,0.14285714285714285,2,4,3,1,2,243847,3,3,1,attack
SESSION-00789,3,2,0.3333333333333333,1,2,2,0,0,27228,0,0,0,benign
SESSION-00790,3,2,0.3333333333333333,2,1,2,0,0,40555,0,0,0,benign
SESSION-00791,4,3,0.25,2,2,2,0,0,47240,0,0,0,attack
SESSION-00792,4,3,0.25,1,3,3,0,0,62700,0,0,0,attack
SESSION-00793,4,3,0.25,2,2,2,0,0,60467,0,0,0,benign
SESSION-00794,3,2,0.3333333333333333,2,1,2,0,0,5133,0,0,0,benign
SESSION-00795,7,6,0.14285714285714285,2,4,3,1,2,467767,3,3,1,attack
SESSION-00796,3,2,0.3333333333333333,2,1,2,0,0,17425,0,0,0,benign
SESSION-00797,7,6,0.14285714285714285,2,4,3,1,2,618768,3,3,1,attack
SESSION-00798,7,6,0.14285714285714285,2,4,3,1,2,563787,3,3,1,attack
SESSION-00799,4,3,0.25,2,2,2,0,0,45985,0,0,0,benign
SESSION-00800,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00801,6,5,0.16666666666666666,2,4,3,1,2,155079,3,3,1,attack
SESSION-00802,4,3,0.25,1,3,3,1,0,21791,0,0,0,benign
SESSION-00803,7,6,0.14285714285714285,2,4,3,1,2,83745,3,3,1,attack
SESSION-00804,4,3,0.25,1,3,3,0,0,25467,0,0,0,benign
SESSION-00805,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00806,7,6,0.14285714285714285,2,4,3,1,2,553079,3,3,1,attack
SESSION-00807,3,2,0.3333333333333333,1,2,2,0,0,30033,0,0,0,benign
SESSION-00808,3,2,0.3333333333333333,2,1,2,0,0,21820,0,0,0,benign
SESSION-00809,7,6,0.14285714285714285,2,4,3,1,2,606871,3,3,1,attack
SESSION-00810,3,2,0.3333333333333333,1,2,2,0,0,40720,0,0,0,benign
SESSION-00811,4,3,0.25,2,2,2,0,0,15580,0,0,0,benign
SESSION-00812,3,2,0.3333333333333333,1,2,2,1,0,17401,0,0,0,benign
SESSION-00813,4,3,0.25,2,2,2,0,0,27811,0,0,0,benign
SESSION-00814,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00815,3,2,0.3333333333333333,1,2,2,1,0,8082,0,0,0,benign
SESSION-00816,4,3,0.25,2,2,2,0,0,7508,0,0,0,benign
SESSION-00817,3,2,0.3333333333333333,1,2,2,0,0,17731,0,0,0,attack
SESSION-00818,3,2,0.3333333333333333,1,2,2,0,0,60583,0,0,0,benign
SESSION-00819,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00820,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00821,4,3,0.25,2,2,2,0,0,22240,0,0,0,attack
SESSION-00822,7,6,0.14285714285714285,2,4,3,1,2,400026,3,3,1,attack
SESSION-00823,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00824,3,2,0.3333333333333333,1,2,2,0,0,29656,0,0,0,benign
SESSION-00825,3,2,0.3333333333333333,1,2,2,1,0,25672,0,0,0,benign
SESSION-00826,3,2,0.3333333333333333,1,2,2,0,0,11541,0,0,0,benign
SESSION-00827,7,6,0.14285714285714285,2,4,3,1,2,210784,3,3,1,attack
SESSION-00828,4,3,0.25,1,3,3,0,0,30613,0,0,0,benign
SESSION-00829,6,5,0.16666666666666666,2,4,3,1,2,287499,3,3,1,attack
SESSION-00830,4,3,0.25,1,3,3,1,0,16741,0,0,0,benign
SESSION-00831,6,5,0.16666666666666666,2,4,3,1,2,818906,3,3,1,attack
SESSION-00832,7,6,0.14285714285714285,2,4,3,1,2,138434,3,3,1,benign
SESSION-00833,4,3,0.25,1,3,3,0,0,31364,0,0,0,benign
SESSION-00834,3,2,0.3333333333333333,2,1,2,0,0,4133,0,0,0,benign
SESSION-00835,3,2,0.3333333333333333,1,2,2,0,0,23212,0,0,0,benign
SESSION-00836,4,3,0.25,1,3,3,1,0,26941,0,0,0,benign
SESSION-00837,4,3,0.25,1,3,3,1,0,51310,0,0,0,attack
SESSION-00838,3,2,0.3333333333333333,2,1,2,0,0,61455,0,0,0,benign
SESSION-00839,4,3,0.25,1,3,3,1,0,16597,0,0,0,benign
SESSION-00840,6,5,0.16666666666666666,2,4,3,1,2,158876,3,3,1,attack
SESSION-00841,3,2,0.3333333333333333,2,1,2,0,0,64028,0,0,0,benign
SESSION-00842,7,6,0.14285714285714285,2,4,3,1,2,685259,3,3,1,attack
SESSION-00843,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00844,4,3,0.25,1,3,3,1,0,5634,0,0,0,benign
SESSION-00845,4,3,0.25,1,3,3,1,0,11027,0,0,0,benign
SESSION-00846,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,attack
SESSION-00847,4,3,0.25,2,2,2,0,0,18179,0,0,0,benign
SESSION-00848,6,5,0.16666666666666666,2,4,3,1,2,535108,3,3,1,attack
SESSION-00849,3,2,0.3333333333333333,1,2,2,0,0,42911,0,0,0,benign
SESSION-00850,7,6,0.14285714285714285,2,4,3,1,2,271455,3,3,1,benign
SESSION-00851,6,5,0.16666666666666666,2,4,3,1,2,131308,3,3,1,attack
SESSION-00852,3,2,0.3333333333333333,1,2,2,0,0,11225,0,0,0,benign
SESSION-00853,7,6,0.14285714285714285,2,4,3,1,2,750688,3,3,1,benign
SESSION-00854,6,5,0.16666666666666666,2,4,3,1,2,310082,3,3,1,attack
SESSION-00855,3,2,0.3333333333333333,1,2,2,0,0,52893,0,0,0,benign
SESSION-00856,7,6,0.14285714285714285,2,4,3,1,2,363804,3,3,1,attack
SESSION-00857,7,6,0.14285714285714285,2,4,3,1,2,476479,3,3,1,attack
SESSION-00858,7,6,0.14285714285714285,2,4,3,1,2,447789,3,3,1,attack
SESSION-00859,3,2,0.3333333333333333,2,1,2,0,0,43426,0,0,0,benign
SESSION-00860,3,2,0.3333333333333333,2,1,2,0,0,10317,0,0,0,benign
SESSION-00861,3,2,0.3333333333333333,1,2,2,1,0,40581,0,0,0,benign
SESSION-00862,3,2,0.3333333333333333,2,1,2,0,0,28061,0,0,0,benign
SESSION-00863,7,6,0.14285714285714285,2,4,3,1,2,302154,3,3,1,attack
SESSION-00864,4,3,0.25,1,3,3,1,0,4707,0,0,0,benign
SESSION-00865,4,3,0.25,1,3,3,1,0,32056,0,0,0,benign
SESSION-00866,6,5,0.16666666666666666,2,4,3,1,2,882352,3,3,1,attack
SESSION-00867,6,5,0.16666666666666666,2,4,3,1,2,705997,3,3,1,attack
SESSION-00868,3,2,0.3333333333333333,2,1,2,0,0,46359,0,0,0,benign
SESSION-00869,4,3,0.25,1,3,3,1,0,22401,0,0,0,benign
SESSION-00870,7,6,0.14285714285714285,2,4,3,1,2,108172,3,3,1,benign
SESSION-00871,6,5,0.16666666666666666,2,4,3,1,2,306020,3,3,1,attack
SESSION-00872,3,2,0.3333333333333333,1,2,2,1,0,29302,0,0,0,benign
SESSION-00873,3,2,0.3333333333333333,2,1,2,0,0,32968,0,0,0,benign
SESSION-00874,3,2,0.3333333333333333,2,1,2,0,0,33309,0,0,0,benign
SESSION-00875,7,6,0.14285714285714285,2,4,3,1,2,469588,3,3,1,attack
SESSION-00876,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00877,4,3,0.25,2,2,2,0,0,39775,0,0,0,attack
SESSION-00878,3,2,0.3333333333333333,2,1,2,0,0,36401,0,0,0,benign
SESSION-00879,4,3,0.25,1,3,3,1,0,48460,0,0,0,attack
SESSION-00880,7,6,0.14285714285714285,2,4,3,1,2,347946,3,3,1,attack
SESSION-00881,3,2,0.3333333333333333,1,2,2,1,0,36669,0,0,0,benign
SESSION-00882,4,3,0.25,1,3,3,0,0,57905,0,0,0,benign
SESSION-00883,4,3,0.25,2,2,2,0,0,45673,0,0,0,benign
SESSION-00884,3,2,0.3333333333333333,1,2,2,1,0,23036,0,0,0,benign
SESSION-00885,7,6,0.14285714285714285,2,4,3,1,2,510227,3,3,1,attack
SESSION-00886,3,2,0.3333333333333333,1,2,2,1,0,8521,0,0,0,benign
SESSION-00887,3,2,0.3333333333333333,1,2,2,1,0,39146,0,0,0,benign
SESSION-00888,7,6,0.14285714285714285,2,4,3,1,2,510844,3,3,1,benign
SESSION-00889,3,2,0.3333333333333333,1,2,2,1,0,20872,0,0,0,benign
SESSION-00890,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00891,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00892,3,2,0.3333333333333333,2,1,2,0,0,38942,0,0,0,benign
SESSION-00893,6,5,0.16666666666666666,2,4,3,1,2,649116,3,3,1,attack
SESSION-00894,6,5,0.16666666666666666,2,4,3,1,2,89879,3,3,1,attack
SESSION-00895,6,5,0.16666666666666666,2,4,3,1,2,213806,3,3,1,benign
SESSION-00896,3,2,0.3333333333333333,1,2,2,1,0,20064,0,0,0,benign
SESSION-00897,3,2,0.3333333333333333,2,1,2,0,0,14768,0,0,0,benign
SESSION-00898,4,3,0.25,2,2,2,0,0,29674,0,0,0,benign
SESSION-00899,7,6,0.14285714285714285,2,4,3,1,2,277309,3,3,1,attack
SESSION-00900,4,3,0.25,2,2,2,0,0,55623,0,0,0,benign
SESSION-00901,3,2,0.3333333333333333,1,2,2,1,0,55643,0,0,0,benign
SESSION-00902,3,2,0.3333333333333333,1,2,2,1,0,5143,0,0,0,benign
SESSION-00903,4,3,0.25,2,2,2,0,0,57152,0,0,0,benign
SESSION-00904,4,3,0.25,2,2,2,0,0,36022,0,0,0,benign
SESSION-00905,6,5,0.16666666666666666,2,4,3,1,2,499161,3,3,1,attack
SESSION-00906,6,5,0.16666666666666666,2,4,3,1,2,133083,3,3,1,benign
SESSION-00907,4,3,0.25,2,2,2,0,0,8912,0,0,0,benign
SESSION-00908,3,2,0.3333333333333333,2,1,2,0,0,56961,0,0,0,benign
SESSION-00909,3,2,0.3333333333333333,2,1,2,0,0,13308,0,0,0,benign
SESSION-00910,4,3,0.25,2,2,2,0,0,11518,0,0,0,attack
SESSION-00911,6,5,0.16666666666666666,2,4,3,1,2,540791,3,3,1,benign
SESSION-00912,7,6,0.14285714285714285,2,4,3,1,2,118595,3,3,1,attack
SESSION-00913,3,2,0.3333333333333333,1,2,2,1,0,3303,0,0,0,benign
SESSION-00914,3,2,0.3333333333333333,1,2,2,0,0,4340,0,0,0,benign
SESSION-00915,3,2,0.3333333333333333,1,2,2,0,0,12015,0,0,0,attack
SESSION-00916,3,2,0.3333333333333333,2,1,2,0,0,3940,0,0,0,benign
SESSION-00917,4,3,0.25,1,3,3,1,0,23970,0,0,0,benign
SESSION-00918,4,3,0.25,1,3,3,1,0,6440,0,0,0,benign
SESSION-00919,3,2,0.3333333333333333,1,2,2,0,0,53395,0,0,0,benign
SESSION-00920,3,2,0.3333333333333333,2,1,2,0,0,25627,0,0,0,benign
SESSION-00921,3,2,0.3333333333333333,2,1,2,0,0,12901,0,0,0,benign
SESSION-00922,3,2,0.3333333333333333,2,1,2,0,0,7114,0,0,0,benign
SESSION-00923,3,2,0.3333333333333333,2,1,2,0,0,15776,0,0,0,benign
SESSION-00924,6,5,0.16666666666666666,2,4,3,1,2,634642,3,3,1,attack
SESSION-00925,7,6,0.14285714285714285,2,4,3,1,2,514086,3,3,1,attack
SESSION-00926,3,2,0.3333333333333333,1,2,2,0,0,49127,0,0,0,benign
SESSION-00927,4,3,0.25,1,3,3,0,0,63108,0,0,0,benign
SESSION-00928,3,2,0.3333333333333333,2,1,2,0,0,3869,0,0,0,benign
SESSION-00929,3,2,0.3333333333333333,2,1,2,0,0,31238,0,0,0,benign
SESSION-00930,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00931,4,3,0.25,2,2,2,0,0,40394,0,0,0,benign
SESSION-00932,3,2,0.3333333333333333,2,1,2,0,0,34814,0,0,0,benign
SESSION-00933,7,6,0.14285714285714285,2,4,3,1,2,735518,3,3,1,attack
SESSION-00934,6,5,0.16666666666666666,2,4,3,1,2,494890,3,3,1,attack
SESSION-00935,6,5,0.16666666666666666,2,4,3,1,2,882676,3,3,1,benign
SESSION-00936,6,5,0.16666666666666666,2,4,3,1,2,93522,3,3,1,attack
SESSION-00937,7,6,0.14285714285714285,2,4,3,1,2,745932,3,3,1,attack
SESSION-00938,4,3,0.25,1,3,3,1,0,36048,0,0,0,benign
SESSION-00939,3,2,0.3333333333333333,2,1,2,0,0,28572,0,0,0,benign
SESSION-00940,6,5,0.16666666666666666,2,4,3,1,2,473665,3,3,1,attack
SESSION-00941,4,3,0.25,1,3,3,1,0,34711,0,0,0,benign
SESSION-00942,3,2,0.3333333333333333,2,1,2,0,0,60328,0,0,0,benign
SESSION-00943,3,2,0.3333333333333333,1,2,2,0,0,33747,0,0,0,benign
SESSION-00944,6,5,0.16666666666666666,2,4,3,1,2,343271,3,3,1,attack
SESSION-00945,3,2,0.3333333333333333,2,1,2,0,0,16141,0,0,0,benign
SESSION-00946,7,6,0.14285714285714285,2,4,3,1,2,331554,3,3,1,attack
SESSION-00947,4,3,0.25,1,3,3,1,0,53666,0,0,0,benign
SESSION-00948,3,2,0.3333333333333333,1,2,2,1,0,50241,0,0,0,benign
SESSION-00949,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00950,4,3,0.25,2,2,2,0,0,48991,0,0,0,benign
SESSION-00951,4,3,0.25,1,3,3,0,0,16482,0,0,0,benign
SESSION-00952,6,5,0.16666666666666666,2,4,3,1,2,740912,3,3,1,attack
SESSION-00953,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00954,7,6,0.14285714285714285,2,4,3,1,2,439419,3,3,1,attack
SESSION-00955,7,6,0.14285714285714285,2,4,3,1,2,490488,3,3,1,benign
SESSION-00956,6,5,0.16666666666666666,2,4,3,1,2,197421,3,3,1,attack
SESSION-00957,3,2,0.3333333333333333,1,2,2,1,0,58086,0,0,0,benign
SESSION-00958,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00959,3,2,0.3333333333333333,1,2,2,1,0,17463,0,0,0,benign
SESSION-00960,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00961,4,3,0.25,2,2,2,0,0,42491,0,0,0,benign
SESSION-00962,7,6,0.14285714285714285,2,4,3,1,2,503841,3,3,1,attack
SESSION-00963,4,3,0.25,2,2,2,0,0,37769,0,0,0,benign
SESSION-00964,4,3,0.25,2,2,2,0,0,42651,0,0,0,benign
SESSION-00965,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00966,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00967,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00968,4,3,0.25,1,3,3,0,0,22012,0,0,0,benign
SESSION-00969,7,6,0.14285714285714285,2,4,3,1,2,633068,3,3,1,attack
SESSION-00970,6,5,0.16666666666666666,2,4,3,1,2,801162,3,3,1,attack
SESSION-00971,4,3,0.25,1,3,2,0,0,0,0,0,0,benign
SESSION-00972,6,5,0.16666666666666666,2,4,3,1,2,424244,3,3,1,attack
SESSION-00973,4,3,0.25,1,3,3,0,0,20664,0,0,0,benign
SESSION-00974,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00975,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,attack
SESSION-00976,7,6,0.14285714285714285,2,4,3,1,2,676683,3,3,1,attack
SESSION-00977,6,5,0.16666666666666666,2,4,3,1,2,479377,3,3,1,attack
SESSION-00978,3,2,0.3333333333333333,1,2,2,0,0,4451,0,0,0,benign
SESSION-00979,7,6,0.14285714285714285,2,4,3,1,2,274925,3,3,1,attack
SESSION-00980,3,2,0.3333333333333333,1,2,2,0,0,32456,0,0,0,attack
SESSION-00981,3,2,0.3333333333333333,1,2,2,1,0,28564,0,0,0,benign
SESSION-00982,7,6,0.14285714285714285,2,4,3,1,2,550725,3,3,1,attack
SESSION-00983,3,2,0.3333333333333333,2,1,2,0,0,48254,0,0,0,benign
SESSION-00984,3,2,0.3333333333333333,2,1,2,0,0,49524,0,0,0,benign
SESSION-00985,3,2,0.3333333333333333,2,1,2,0,0,52513,0,0,0,benign
SESSION-00986,3,2,0.3333333333333333,2,1,2,0,0,34441,0,0,0,benign
SESSION-00987,3,2,0.3333333333333333,1,2,2,0,0,52359,0,0,0,benign
SESSION-00988,6,5,0.16666666666666666,2,4,3,1,2,162575,3,3,1,attack
SESSION-00989,4,3,0.25,1,3,3,0,0,43580,0,0,0,benign
SESSION-00990,3,2,0.3333333333333333,2,1,2,0,0,31925,0,0,0,benign
SESSION-00991,3,2,0.3333333333333333,1,2,2,0,0,31178,0,0,0,benign
SESSION-00992,4,3,0.25,1,3,3,1,0,9041,0,0,0,benign
SESSION-00993,4,3,0.25,1,3,3,0,0,38536,0,0,0,benign
SESSION-00994,3,2,0.3333333333333333,1,2,2,0,0,0,0,0,0,benign
SESSION-00995,4,3,0.25,2,2,2,0,0,18484,0,0,0,benign
SESSION-00996,4,3,0.25,1,3,3,1,0,64255,0,0,0,benign
SESSION-00997,6,5,0.16666666666666666,2,4,3,1,2,738639,3,3,1,attack
SESSION-00998,3,2,0.3333333333333333,1,2,2,1,0,16004,0,0,0,benign
SESSION-00999,3,2,0.3333333333333333,1,2,2,0,0,27245,0,0,0,benign
SESSION-01000,4,3,0.25,1,3,3,0,0,33479,0,0,0,benign
