session_id,step,source,target,event_type,bytes_out,is_external,encoded_command,label
SESSION-00586,5,curl.exe,external_host,network,442977,1,0,attack
SESSION-00587,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00587,2,browser.exe,company_portal,network,60108,0,0,benign
SESSION-00587,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00588,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00588,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00588,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00588,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00588,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00588,6,curl.exe,external_host,network,616941,1,0,attack
SESSION-00589,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00589,2,backup.exe,backup_server,network,48458,0,0,benign
SESSION-00589,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00590,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00590,2,python.exe,local_database,network,32090,0,0,benign
SESSION-00590,3,local_database,cache.tmp,file,0,0,0,benign
SESSION-00591,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00591,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00591,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00591,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00591,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00591,6,curl.exe,external_host,network,658323,1,0,attack
SESSION-00592,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00592,2,browser.exe,company_portal,network,61840,0,0,benign
SESSION-00593,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00593,2,backup.exe,backup_server,network,22170,0,0,benign
SESSION-00594,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00594,2,backup.exe,backup_server,network,5819,0,0,benign
SESSION-00595,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00595,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00595,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00595,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00595,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00595,6,curl.exe,external_host,network,234267,1,0,attack
SESSION-00596,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00596,2,browser.exe,trusted_api,network,17402,1,0,benign
SESSION-00597,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00597,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00598,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00598,2,browser.exe,trusted_api,network,59317,1,0,benign
SESSION-00599,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00599,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00599,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00599,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00599,5,curl.exe,external_host,network,892107,1,0,attack
SESSION-00600,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00600,2,browser.exe,company_portal,network,29954,0,0,benign
SESSION-00600,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00601,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00601,2,python.exe,local_database,network,7101,0,0,benign
SESSION-00602,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00602,2,browser.exe,company_portal,network,30115,0,0,benign
SESSION-00603,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00603,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00603,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00603,4,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00603,5,curl.exe,external_host,network,698747,1,0,benign
SESSION-00604,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00604,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00604,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00604,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00604,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00604,6,curl.exe,external_host,network,695442,1,0,attack
SESSION-00605,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00605,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00605,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00605,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00605,5,curl.exe,external_host,network,611686,1,0,attack
SESSION-00606,1,python.exe,analysis.csv,file,0,0,0,attack
SESSION-00606,2,python.exe,local_database,network,57945,0,0,attack
SESSION-00607,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00607,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00607,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00607,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00607,5,curl.exe,external_host,network,239146,1,0,attack
SESSION-00608,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00608,2,backup.exe,backup_server,network,40209,0,0,benign
SESSION-00608,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00609,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00609,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00609,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00609,4,rundll32.exe,credential_store,file,0,0,0,benign
SESSION-00609,5,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00609,6,curl.exe,external_host,network,325282,1,0,benign
SESSION-00610,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00610,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00611,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00611,2,browser.exe,company_portal,network,7820,0,0,benign
SESSION-00612,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00612,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00613,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00613,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00613,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00614,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00614,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00614,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00615,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00615,2,browser.exe,company_portal,network,59912,0,0,benign
SESSION-00615,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00616,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00616,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00616,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00616,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00616,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00616,6,curl.exe,external_host,network,691599,1,0,attack
SESSION-00617,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00617,2,browser.exe,trusted_api,network,9705,1,0,benign
SESSION-00618,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00618,2,browser.exe,trusted_api,network,11775,1,0,benign
SESSION-00619,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00619,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00619,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00619,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00619,5,curl.exe,external_host,network,388922,1,0,attack
SESSION-00620,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00620,2,python.exe,local_database,network,37767,0,0,benign
SESSION-00620,3,local_database,cache.tmp,file,0,0,0,benign
SESSION-00621,1,python.exe,analysis.csv,file,0,0,0,attack
SESSION-00621,2,python.exe,local_database,network,47856,0,0,attack
SESSION-00621,3,local_database,cache.tmp,file,0,0,0,attack
SESSION-00622,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00622,2,backup.exe,backup_server,network,56340,0,0,benign
SESSION-00623,1,backup.exe,archive.zip,file,0,0,0,attack
SESSION-00623,2,backup.exe,backup_server,network,5546,0,0,attack
SESSION-00624,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00624,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00624,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00624,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00624,5,curl.exe,external_host,network,709696,1,0,attack
SESSION-00625,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00625,2,python.exe,local_database,network,58025,0,0,benign
SESSION-00625,3,local_database,cache.tmp,file,0,0,0,benign
SESSION-00626,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00626,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00626,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00626,4,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00626,5,curl.exe,external_host,network,891055,1,0,benign
SESSION-00627,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00627,2,backup.exe,backup_server,network,45168,0,0,benign
SESSION-00627,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00628,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00628,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00629,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00629,2,python.exe,local_database,network,50244,0,0,benign
SESSION-00630,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00630,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00630,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00630,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00630,5,curl.exe,external_host,network,285699,1,0,attack
SESSION-00631,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00631,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00631,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00631,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00631,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00631,6,curl.exe,external_host,network,873043,1,0,attack
SESSION-00632,1,backup.exe,archive.zip,file,0,0,0,attack
SESSION-00632,2,backup.exe,backup_server,network,9151,0,0,attack
SESSION-00633,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00633,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00633,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00633,4,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00633,5,curl.exe,external_host,network,118745,1,0,benign
SESSION-00634,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00634,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00634,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00634,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00634,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00634,6,curl.exe,external_host,network,361461,1,0,attack
SESSION-00635,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00635,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00635,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00635,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00635,5,curl.exe,external_host,network,699981,1,0,attack
SESSION-00636,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00636,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00636,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00636,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00636,5,curl.exe,external_host,network,493239,1,0,attack
SESSION-00637,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00637,2,browser.exe,trusted_api,network,45580,1,0,benign
SESSION-00638,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00638,2,browser.exe,company_portal,network,35184,0,0,benign
SESSION-00638,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00639,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00639,2,python.exe,local_database,network,35982,0,0,benign
SESSION-00640,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00640,2,browser.exe,company_portal,network,59855,0,0,benign
SESSION-00640,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00641,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00641,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00641,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00641,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00641,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00641,6,curl.exe,external_host,network,479434,1,0,attack
SESSION-00642,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00642,2,browser.exe,trusted_api,network,14472,1,0,benign
SESSION-00643,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00643,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00643,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00643,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00643,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00643,6,curl.exe,external_host,network,841570,1,0,attack
SESSION-00644,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00644,2,browser.exe,company_portal,network,18512,0,0,benign
SESSION-00645,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00645,2,browser.exe,company_portal,network,31506,0,0,benign
SESSION-00646,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00646,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00647,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00647,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00647,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00648,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00648,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00648,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00648,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00648,5,curl.exe,external_host,network,898087,1,0,attack
SESSION-00649,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00649,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00649,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00649,4,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00649,5,curl.exe,external_host,network,475281,1,0,benign
SESSION-00650,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00650,2,python.exe,local_database,network,41150,0,0,benign
SESSION-00651,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00651,2,browser.exe,company_portal,network,61641,0,0,benign
SESSION-00652,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00652,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00652,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00652,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00652,5,curl.exe,external_host,network,520756,1,0,attack
SESSION-00653,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00653,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00654,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00654,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00654,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00654,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00654,5,curl.exe,external_host,network,154134,1,0,attack
SESSION-00655,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00655,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00656,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00656,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00657,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00657,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00657,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00657,4,rundll32.exe,credential_store,file,0,0,0,benign
SESSION-00657,5,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00657,6,curl.exe,external_host,network,721872,1,0,benign
SESSION-00658,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00658,2,browser.exe,trusted_api,network,26047,1,0,benign
SESSION-00658,3,trusted_api,cache.tmp,file,0,0,0,benign
SESSION-00659,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00659,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00659,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00659,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00659,5,curl.exe,external_host,network,494225,1,0,attack
SESSION-00660,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00660,2,backup.exe,backup_server,network,52570,0,0,benign
SESSION-00660,3,backup_server,cache.tmp,file,0,0,0,benign
SESSION-00661,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00661,2,browser.exe,trusted_api,network,27334,1,0,benign
SESSION-00661,3,trusted_api,cache.tmp,file,0,0,0,benign
SESSION-00662,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00662,2,browser.exe,company_portal,network,34894,0,0,benign
SESSION-00663,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00663,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00663,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00663,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00663,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00663,6,curl.exe,external_host,network,636392,1,0,attack
SESSION-00664,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00664,2,python.exe,local_database,network,33333,0,0,benign
SESSION-00664,3,local_database,cache.tmp,file,0,0,0,benign
SESSION-00665,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00665,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00665,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00665,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00665,5,curl.exe,external_host,network,759903,1,0,attack
SESSION-00666,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00666,2,backup.exe,backup_server,network,31143,0,0,benign
SESSION-00667,1,teams.exe,browser.exe,process,0,0,0,attack
SESSION-00667,2,browser.exe,company_portal,network,16662,0,0,attack
SESSION-00668,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00668,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00668,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00668,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00668,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00668,6,curl.exe,external_host,network,830041,1,0,attack
SESSION-00669,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00669,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00669,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00669,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00669,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00669,6,curl.exe,external_host,network,529863,1,0,attack
SESSION-00670,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00670,2,python.exe,local_database,network,11512,0,0,benign
SESSION-00671,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00671,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00672,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00672,2,browser.exe,company_portal,network,35176,0,0,benign
SESSION-00673,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00673,2,browser.exe,trusted_api,network,11027,1,0,benign
SESSION-00673,3,trusted_api,cache.tmp,file,0,0,0,benign
SESSION-00674,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00674,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00675,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00675,2,browser.exe,trusted_api,network,35235,1,0,benign
SESSION-00676,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00676,2,browser.exe,company_portal,network,22138,0,0,benign
SESSION-00676,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00677,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00677,2,browser.exe,trusted_api,network,42555,1,0,benign
SESSION-00678,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00678,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00678,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00678,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00678,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00678,6,curl.exe,external_host,network,893820,1,0,attack
SESSION-00679,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00679,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00679,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00679,4,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00679,5,curl.exe,external_host,network,100532,1,0,benign
SESSION-00680,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00680,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00681,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00681,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00681,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00681,4,rundll32.exe,credential_store,file,0,0,0,benign
SESSION-00681,5,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00681,6,curl.exe,external_host,network,503591,1,0,benign
SESSION-00682,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00682,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00683,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00683,2,browser.exe,trusted_api,network,25319,1,0,benign
SESSION-00684,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00684,2,python.exe,local_database,network,60532,0,0,benign
SESSION-00685,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00685,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00685,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00685,4,rundll32.exe,credential_store,file,0,0,0,attack
SESSION-00685,5,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00685,6,curl.exe,external_host,network,180277,1,0,attack
SESSION-00686,1,teams.exe,browser.exe,process,0,0,0,attack
SESSION-00686,2,browser.exe,company_portal,network,30051,0,0,attack
SESSION-00686,3,company_portal,cache.tmp,file,0,0,0,attack
SESSION-00687,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00687,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00687,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00687,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00687,5,curl.exe,external_host,network,151476,1,0,attack
SESSION-00688,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00688,2,python.exe,local_database,network,56373,0,0,benign
SESSION-00688,3,local_database,cache.tmp,file,0,0,0,benign
SESSION-00689,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00689,2,browser.exe,trusted_api,network,25324,1,0,benign
SESSION-00690,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00690,2,python.exe,local_database,network,54699,0,0,benign
SESSION-00691,1,outlook.exe,powershell.exe,process,0,0,1,benign
SESSION-00691,2,powershell.exe,payload.tmp,file,0,0,1,benign
SESSION-00691,3,powershell.exe,rundll32.exe,process,0,0,0,benign
SESSION-00691,4,rundll32.exe,credential_store,file,0,0,0,benign
SESSION-00691,5,rundll32.exe,curl.exe,process,0,0,0,benign
SESSION-00691,6,curl.exe,external_host,network,627265,1,0,benign
SESSION-00692,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00692,2,browser.exe,company_portal,network,43961,0,0,benign
SESSION-00693,1,python.exe,analysis.csv,file,0,0,0,benign
SESSION-00693,2,python.exe,local_database,network,33048,0,0,benign
SESSION-00694,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00694,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00694,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00694,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00694,5,curl.exe,external_host,network,325799,1,0,attack
SESSION-00695,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00695,2,browser.exe,trusted_api,network,24113,1,0,benign
SESSION-00696,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00696,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00696,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00696,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00696,5,curl.exe,external_host,network,799531,1,0,attack
SESSION-00697,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00697,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00697,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00698,1,outlook.exe,pdf_reader.exe,process,0,0,0,attack
SESSION-00698,2,pdf_reader.exe,document.pdf,file,0,0,0,attack
SESSION-00699,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00699,2,browser.exe,company_portal,network,34821,0,0,benign
SESSION-00700,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00700,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00700,3,document.pdf,cache.tmp,file,0,0,0,benign
SESSION-00701,1,backup.exe,archive.zip,file,0,0,0,benign
SESSION-00701,2,backup.exe,backup_server,network,64493,0,0,benign
SESSION-00702,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00702,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00702,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00702,4,rundll32.exe,curl.exe,process,0,0,0,attack
SESSION-00702,5,curl.exe,external_host,network,551392,1,0,attack
SESSION-00703,1,explorer.exe,browser.exe,process,0,0,0,benign
SESSION-00703,2,browser.exe,trusted_api,network,55319,1,0,benign
SESSION-00704,1,outlook.exe,pdf_reader.exe,process,0,0,0,benign
SESSION-00704,2,pdf_reader.exe,document.pdf,file,0,0,0,benign
SESSION-00705,1,teams.exe,browser.exe,process,0,0,0,benign
SESSION-00705,2,browser.exe,company_portal,network,27774,0,0,benign
SESSION-00705,3,company_portal,cache.tmp,file,0,0,0,benign
SESSION-00706,1,outlook.exe,powershell.exe,process,0,0,1,attack
SESSION-00706,2,powershell.exe,payload.tmp,file,0,0,1,attack
SESSION-00706,3,powershell.exe,rundll32.exe,process,0,0,0,attack
SESSION-00706,4,rundll32.exe,credential_store,file,0,0,0,attack
